text,label,text_length,word_count,processed_text,char_count,avg_word_length,punctuation_count,uppercase_count
Can you provide information for freezing my card immediately?,41,61,9,provide information freezing card immediately,61,5.888888888888889,1,1
"
Do I need to go to a physical bank to change my PIN?",21,53,13,need physical bank change pin,53,3.076923076923077,1,5
"I need a refund and cancel a transaction on an item I purchased and i need it as soon as possible, please!",52,106,22,need refund cancel transaction item purchased need soon possible please,106,3.8636363636363638,2,2
I need my card ASAP!,12,20,5,need card asap,20,3.2,1,5
Can I use a disposable virtual card for any purchase?,37,53,10,use disposable virtual card purchase,53,4.4,1,2
"Hello, I have tried using crypto top up but it is not working. I had some money in my account but I'm not sure what happened",61,124,26,hello tried using crypto top working money account sure happened,124,3.8076923076923075,3,4
What is the reason I got rejected for using my disposable virtual card to pay a subscription to the gym?,72,104,20,reason got rejected using disposable virtual card pay subscription gym,104,4.25,1,2
I am trying to exchange crypto and it's not working. Tell me how to fix this.,7,77,16,trying exchange crypto working tell fix,77,3.875,3,2
"I have received my card, can you help me put it in the app?",13,59,14,received card help put app,59,3.2857142857142856,2,1
"Change of location, need to change details",30,42,7,change location need change detail,42,5.142857142857143,1,1
I deposited cash but it isn't showing up in my account,6,54,11,deposited cash isnt showing account,54,4.0,1,1
"Do I have to top up in euros if I use a card, or can I use a different currency?",54,80,20,top euro use card use different currency,80,3.05,2,4
How long does a payment usually show as pending? Is it normal that mine is still pending?,45,89,17,long payment usually show pending normal mine still pending,89,4.294117647058823,2,2
Why would I receive an error that my transfer isn't possible when I've done it before?,7,86,16,would receive error transfer isnt possible ive done,86,4.4375,3,3
I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate.,27,177,32,trying make transfer another account keep getting declined notice checked information information accurate,177,4.5625,2,3
There are two of the same charges on my account.,63,48,10,two charge account,48,3.9,1,1
Why am I getting charged more for using my card?,15,48,10,getting charged using card,48,3.9,1,2
"What are the steps to activate the card, as it does not seem to work?",0,69,15,step activate card seem work,69,3.6666666666666665,2,1
Can I get my friends to add money to my account?,62,48,11,get friend add money account,48,3.4545454545454546,1,2
I entered my pin wrong  too many times.,49,39,8,entered pin wrong many time,39,3.875,1,1
Is there a top up fee for transfer?,56,35,8,top fee transfer,35,3.5,1,1
What fees do you charge for the standard card?,43,46,9,fee charge standard card,46,4.222222222222222,1,1
Where in the app do I go to verify my identity?,69,47,11,app verify identity,47,3.3636363636363638,1,2
How do I change my pin while traveling?,21,39,8,change pin traveling,39,4.0,1,2
"For physical cards, do you charge?",43,34,6,physical card charge,34,4.833333333333333,2,1
"Hi, I had an issue with my card payment and It shows on my account that my payment went through. Then I got contacted from the seller saying ""they did not receive my payment"" then the payment was returned to my account. so I would like to see why it did that please.",53,266,53,issue card payment show account payment went got contacted seller saying receive payment payment returned account would like see please,266,4.037735849056604,6,6
Can you deliver the PIN separately?,38,35,6,deliver pin separately,35,5.0,1,4
Why is my transfer pending when I already made it?,48,50,10,transfer pending already made,50,4.1,1,2
I see a payment on my statement for  a place I didn't make a purchase at.,16,73,16,see payment statement place didnt make purchase,73,3.5625,2,2
How do I know what exchange rate I will get?,32,44,10,know exchange rate get,44,3.5,1,3
My statement shows and extra 1$ that was charged to it and I would like to know why.,34,84,18,statement show extra charged would like know,84,3.7222222222222223,2,2
How long will the transfer take?,48,32,6,long transfer take,32,4.5,1,1
The wait for this transfer seems to be taking a very long time.  It is very important that it goes through quickly. Can you please tell me how long it may take?,48,160,32,wait transfer seems taking long time important go quickly please tell long may take,160,4.0,3,3
A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on?,64,242,50,receiver made aware receive full transfer made amount showing bit le make second transfer make difference reach let know whats going,242,3.86,5,5
Can you transfer money to your card by bank transfer?,65,53,10,transfer money card bank transfer,53,4.4,1,1
"Help, I need to top up my account. Where do I send a check?",58,59,14,help need top account send check,59,3.2857142857142856,3,4
Somebody used my card without my knowledge!,22,43,7,somebody used card without knowledge,43,5.285714285714286,1,1
I topped up but the app did not accept it.,59,42,10,topped app accept,42,3.3,1,1
Why is the ATM not allowing me to get cash?,26,43,10,atm allowing get cash,43,3.4,1,4
Can I top-up my card using a bank transfer.,65,43,9,topup card using bank transfer,43,3.888888888888889,2,2
"I noticed a fee, while banking abroad, that seems different than any I have been charged before. What does this fee mean?",64,121,22,noticed fee banking abroad seems different charged fee mean,121,4.545454545454546,4,3
What steps should I take before my card expires?,9,48,9,step take card expires,48,4.444444444444445,1,2
A wrong amount of cash we sent to me.,75,37,9,wrong amount cash sent,37,3.2222222222222223,1,1
My statement contained a one pound extra fee,34,44,8,statement contained one pound extra fee,44,4.625,0,1
How can I top up using google pay?,2,34,8,top using google pay,34,3.375,1,2
How do I modify my details?,30,27,6,modify detail,27,3.6666666666666665,1,2
Why are my transfers not going through.  I have tried over 4 times to get it to work.  This is just a simple transfer.  Is something else causing this in the system?  Is it broken?,35,180,35,transfer going tried time get work simple transfer something else causing system broken,180,4.057142857142857,5,5
Are there specific ATM's that I can draw money from?,3,52,10,specific atm draw money,52,4.3,2,5
My account is depleted. Can I transfer funds from another bank?,65,63,11,account depleted transfer fund another bank,63,4.818181818181818,2,3
"$1 extra has been charged on my statement, why is that?",34,55,11,extra charged statement,55,4.090909090909091,3,0
Transferring money using credit card,62,36,5,transferring money using credit card,36,6.4,0,1
Are you able to make exchanges to EUR?,36,38,8,able make exchange eur,38,3.875,1,4
There are duplicate transactions on my account,63,46,7,duplicate transaction account,46,5.714285714285714,0,1
I can't seem to make a standard bank transfer. I have tried at least five times already but none of them are going through. Please tell me what is wrong?,35,153,30,cant seem make standard bank transfer tried least five time already none going please tell wrong,153,4.133333333333334,4,3
Are there any hidden extra fees for currency exchanges?,31,55,9,hidden extra fee currency exchange,55,5.222222222222222,1,1
What is the estimated wait time on a US transfer into my account?,67,65,13,estimated wait time transfer account,65,4.076923076923077,1,3
I need my card immediately.,12,27,5,need card immediately,27,4.6,1,1
Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong?,7,100,20,hello app trying purchase crypto going wrong,100,4.05,6,5
are there any exchange fees,31,27,5,exchange fee,27,4.6,0,0
I topped up my account but the money isn't there now.,62,53,11,topped account money isnt,53,3.909090909090909,2,1
I deactivated my card but would like to reactivate it.,13,54,10,deactivated card would like reactivate,54,4.5,1,1
"Hi, I just looked at my card transactions and saw that I've been charged twice for a restaurant I went to this week. Can you remove the double charge, please?",63,158,30,looked card transaction saw ive charged twice restaurant went week remove double charge please,158,4.3,5,5
As for limits are top ups included?,60,35,7,limit top ups included,35,4.142857142857143,1,1
Can I use this app to exchange between dollars and pounds?,33,58,11,use app exchange dollar pound,58,4.363636363636363,1,2
I believe my credit card was stolen.,41,36,7,believe credit card stolen,36,4.285714285714286,1,1
I question today's exchange rate for rubles into pounds. I was hoping for a better return.,17,90,16,question today exchange rate ruble pound hoping better return,90,4.6875,3,2
My card payment still pending,45,29,5,card payment still pending,29,5.0,0,1
"My new card isn't in my app, how do I get it in there?",13,54,14,new card isnt app get,54,2.9285714285714284,3,2
Please help me.  I am still waiting on a refund.,51,48,10,please help still waiting refund,48,3.8,2,2
Is USD free to top up with a US card?,57,37,10,usd free top card,37,2.8,1,6
What's my pin number?,38,21,4,whats pin number,21,4.5,2,1
I paid with card and was charged a fee that shouldn't be there!,15,63,13,paid card charged fee shouldnt,63,3.923076923076923,2,1
