text,label,text_length,word_count
I made a purchase but the exchange rate is wrong?,17,49,10
Why on earth is the exchange rate so bad?   Can I get a rate closer to the actual interbank rate?,17,97,20
Why is there an extra fee on my statement?,34,42,9
Why did they charge me an extra $1?,34,35,8
Why is there a 1 euro fee on my statement?,34,42,10
Why do I see an extra £1 charge on my statement?,34,48,11
I am inquiring about a $1 charge on my statement.,34,49,10
What is the $1 transaction on my account?,34,41,8
What is this extra pound charge for?,34,36,7
I was charged $1 in a transaction.,34,34,7
What is the reason for the extra fee on my statement?,34,53,11
There is a pending 1£ charge on my statement.  I haven't purchased anything for 1£.  Why is it on my statement?,34,111,21
Have have a small charge on my account from someone I purchased with but I'm not sure what it relates to.,34,105,21
"I have a strange transaction for £1 on my statement, what is that?",34,66,13
I have no idea why there is a dollar that has been charged to my account.,34,73,16
I have been charged a pound for something that appears on my statement,34,70,13
Why is there a $1 charge on my statement?,34,41,9
Where did this extra €1 fee on my statement come from?,34,54,11
Is there a reason why there is an extra £1 charge on my account?,34,64,14
Can you tell me what this fee is on my statement?,34,49,11
Why has another fee been placed on my statement?,34,48,9
There has been a charge pending on my account statement that I can't figue out it's for a dollar.,34,97,19
€1 was in my statement as an extra fee.,34,39,9
Why is there an extra charge on my statement.,34,45,9
"Hey, I got charged extra for some reason when I purchased an app. Is this a hidden fee or something? I don't think it's very cool.",34,130,26
I see a $1 charge in a transaction.,34,35,8
I had to pay a pound more than I anticipated!,34,45,10
There is a €1 extra fee in my statement,34,39,9
My statement contained a one pound extra fee,34,44,8
I checked my account today and saw that I was charged an extra pound that I did not spend.,34,90,19
What is the extra €1 on my statement for?,34,41,9
I see I was charged $1 for a transaction.,34,41,9
$1 charge in transaction.,34,25,4
"I just looked at my app and it seems I was charged extra, why is that?",34,70,16
Why is there an extra pound charge that is pending?,34,51,10
I was wrongfully charged one pound.,34,35,6
Why is there an extra fee charged?,34,34,7
"I just checked my statement and saw a $1 charge, why is it there?",34,65,14
There is an odd 1£ charge that appears as pending on my statement. What's the reason for that? I haven't purchased anything for a pound.,34,136,25
Why have I been charged an extra pound?,34,39,8
I think I may have been charged $1 extra on my app.  Could you provide some insight as to why this may have happened?,34,117,24
Why do I see an extra €1 charge on my statement?,34,48,11
Is the 1 pound charge I can see an error or an incorrect entry?,34,63,14
Why did I get a $1 extra fee on the statement?,34,46,11
Why was I charged $1 in a transaction?,34,38,8
why is there a service fee on my statement?,34,43,9
"My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about.",34,120,22
I am seeing and extra 1$ charged to my account and wanted to know about it.,34,75,16
Why did you charge me extra?,34,28,6
An extra pound was charged!,34,27,5
I got billed an extra pound!,34,28,6
Why do I see an extra fee on my statement?,34,42,10
"There must have been a mistake, why was I charged an extra pound?",34,65,13
"When I look at my statement there is an extra fee, that is for what?",34,68,15
There is an extra small charge on my card! What do I do?,34,56,13
"I looked at my statement, and there is a charge for 1£ that I don't recognize.  Why is it on there?",34,99,21
I got a €1 extra fee in my statement,34,36,9
What is the extra fee on my statement?,34,38,8
Why have I been charged an extra £1?,34,36,8
"In my statement, I got a €1 extra fee.",34,38,9
Why is there a charge for $1 on my account?,34,43,10
"On my statement, there is a strange 1£ charge that appears as pending. What's causing that? I haven't purchased anything that's just a pound.",34,141,24
what was the $1 fee i got,34,25,7
I see a charge of 1L I do not recognize on my statement,34,55,13
I was overcharged one extra pound!,34,34,6
I noticed an extra pound charge?,34,32,6
I have been charged an extra pound!,34,35,7
Why does my statement show a $1 charge on my account?,34,53,11
Why has my card been charged an extra pound?,34,44,9
Why does my statement have an extra fee?,34,40,8
There is a  €1 fee on my account I didn't authorize,34,51,11
I was made to pay an additional pound!,34,38,8
I was charged an extra pound for no reason. Why is that?,34,56,12
It appears I have a fee in my statement.,34,40,9
When did I get a $1 extra fee on my statement?,34,46,11
What is this fee debit on my account?,34,37,8
I was charged an extra dollar on my account and would like to know the reason.,34,78,16
What is this extra €1 fee about?,34,32,7
I was overcharged a pound.,34,26,5
Why do i have an extra fee on my statement?,34,43,10
What was the $1 charge for on my statement?,34,43,9
I had a dollar charged to my account that's still pending and wanted to know what the charge is for?,34,100,20
I was charged extra or a hidden fee when I purchased something from you. What's the deal? I didn't authorize that charge.,34,121,22
What am I being charged an extra pound when I haven't bought something worth that much?,34,87,16
why was i charged a small amount,34,32,7
Do you also have this extra fee on your statement?,34,50,10
Why did I get charged one pound seemingly randomly?,34,51,9
Why was I charged an extra pound?,34,33,7
I am being charged a pound out of nowhere. What is this?,34,56,12
A pending charge of 1L appears on my statement.  Please explain as I have not made a purchase for that amount,34,109,21
Why did you guys charge me an extra €1?,34,39,9
Why was I charged more than I should have been?,34,47,10
What is the fee on my statement for?,34,36,8
"Hello, there seems to be a billing mistake associated with my account.  My app was charged $1 more than it should have.  Could you please explain why this may have happened?",34,173,31
Why is there a pending hold on one pound on my statement?,34,57,12
I need some help figuring out what this strange payment is on my account. It's stays pending and won't go away.,34,111,21
What is this $1 charge on my account?,34,37,8
There is a 1£ charge that appears as pending on my statement. What is that? I haven't purchased anything for a pound there.,34,123,23
Why did a transaction I made charge me $1?,34,42,9
"There seems to be an additional charge of £1 on my statement, what is the reason for this?",34,90,18
I still have not received an answer as to why I was charged $1.00 in a transaction?,34,83,17
Why does my statement show an extra fee?,34,40,8
"There's an extra fee on my statement, why is that?",34,50,10
There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there.,34,147,26
There is a pending payment on my account that is very strange. I don't remember making this and it won't go away. Can you help me figure this out?,34,146,29
Can you tell me about why the account I have was charged an extra 1$,34,68,15
why does my statement contain an extra fee?,34,43,8
Can you tell me why I was charged $1 for a transaction?,34,55,12
Why is there an extra €1 fee in my statement?,34,45,10
"There is an extra charge on my account I didn't authorise, it's just £1, what is it?",34,84,17
What is the dollar that I have pending on my statement there?,34,61,12
"I see an extra $1  charge on my statement, why is this?",34,55,12
Can you please explain to me why there is an extra €1 fee in my statement?,34,74,16
"There is an unexplained $1 charge on my statement, can you please explain this to me?",34,85,16
How can I find out about an extra fee on my statement?,34,54,12
